position,distribution,hit_ranking
113,NetBSD,92
114,OpenMandriva,92
115,heads,90
116,CRUX,89
117,OPNsense,87
118,Zenwalk,86
119,ALT,81
120,Omarine,81
121,Enso,80
122,GParted,80
123,Zevenet,77
124,IPFire,76
125,Quirky,76
126,SliTaz,75
127,UBOS,75
128,Pardus,73
129,Linuxfx,72
130,BlankOn,71
131,DietPi,70
132,Freespire,70
133,MiniNo,70
134,Parted Magic,68
135,Porteus Kiosk,68
136,OpenIndiana,67
137,Berry,66
138,Shark,66
139,SystemRescue,66
140,Arya,64
141,NAS4Free,64
142,Proxmox,63
143,Runtu,63
144,LFS,62
145,NethServer,62
146,Peach OSI,61
147,MakuluLinux,60
148,Plop,58
149,TENS,58
150,Univention,58
151,pfSense,58
152,Zentyal,57
153,Salix,56
154,Untangle,56
155,ChaletOS,55
156,SUSE,55
157,OpenMediaVault,54
158,Zeroshell,54
159,Haiku,53
160,Star,53
161,KolibriOS,52
162,Kwort,52
163,Linspire,52
164,Smoothwall,51
165,ArchStrike,50
166,HardenedBSD,50
167,Point,50
168,RancherOS,50
169,Endian,49
170,3CX,48
171,Legacy,48
172,TurnKey,48
173,FreeNAS,47
174,Funtoo,46
175,Plamo,45
176,ToriOS,45
177,Wifislax,45
178,Pearl,44
179,Pisi,44
180,LinuxConsole,43
181,Audiophile,42
182,Clear,42
183,Kodachi,42
184,Stella,42
185,Subgraph,42
186,VyOS,42
187,BigLinux,41
188,DuZeru,41
189,MINIX,41
190,Whonix,41
191,Karoshi,40
192,LinuxBBQ,40
193,RSS,40
194,SalentOS,40
195,APODIO,39
196,CAINE,39
197,GuixSD,39
198,UBports,39
199,blackPanther,39
200,ClonOS,38
201,Fatdog64,38
202,KXStudio,38
203,Lunar,38
204,Refracta,38
205,BeeFree,37
206,MidnightBSD,37
207,OpenELEC,37
208,Pardus Topluluk,37
209,RDS,37
210,XStreamOS,37
211,Connochaet,36
212,Toutou,36
213,DEFT,35
214,EasyNAS,35
215,Frugalware,35
216,MirOS,35
217,NST,35
218,KANOTIX,34
219,PrimTux,34
220,Bicom,33
221,CAELinux,33
222,Daphile,33
223,Debian Edu,33
224,Dragora,33
225,Leeenux,33
226,Metamorphose,33
227,Minimal,33
228,MorpheusArch,33
229,OviOS,33
230,Pentoo,33
231,Rockstor,33
232,Bio-Linux,32
233,CloudReady,32
234,Exe,32
235,Exherbo,32
236,GoboLinux,32
237,LuninuX,32
238,Slackel,32
239,Sophos,32
240,Vine,32
241,gNewSense,32
242,Asianux,31
243,RISC,31
244,Cucumber,30
245,Edubuntu,30
246,Solaris,30
247,AsteriskNOW,29
248,Elastix,29
249,Mangaka,29
250,RebeccaBlackOS,29
251,T2,29
252,BSDRP,28
253,BlueOnyx,28
254,Rescatux,28
255,Source Mage,28
256,Super Grub2,28
257,UTUTO,28
258,Uruk,28
259,AbulÉdu,27
260,Photon,27
261,RaspBSD,27
262,Rebellin,27
263,Springdale,27
264,Thinstation,27
265,WM Live,27
266,FuguIta,26
267,GNUstep,26
268,LliureX,26
269,MAX,26
270,RasPlex,26
271,Rocks Cluster,26
272,Securepoint,26
273,Vinux,26
274,paldo,26
275,Canaima,25
276,LinHES,25
277,Liquid Lemur,25
278,PLD,25
279,SME Server,25
280,Swift,25
281,TalkingArch,25
282,UHU-Linux,25
283,Baruwa,24
284,BitKey,24
285,FreePBX,24
286,Grml,24
287,NexentaStor,24
288,SELKS,24
289,SMS,24
290,Ulteo,24
291,Volumio,24
292,Openwall,23
293,Swecha,23
294,ToOpPy,23
295,Webconverger,23
296,Keysoft,22
297,OLPC,22
298,OSGeo,22
299,PelicanHPC,22
300,SuliX,22
301,tuxtrans,22
302,AIO,21
303,DRBL,21
304,OB2D,21
305,Omoikane,21
306,SuperGamer,19
307,Obarun,18
308,VenenuX,18
309,Namib,17
310,Hyperbola,5
311,Secure-K,0
